mineral_name,rruff_chemistry,ima_chemistry,chemistry_elements
Rankachite,"CaFe^2+^(V^5+^,V^3+^)_4_O_4_(WO_4_)_8_·12H_2_O","Ca<sub>0.5</sub>(V<sup>4+</sup>,V<sup>5+</sup>)(W<sup>6+</sup>,Fe<sup>3+</sup>)<sub>2</sub>O<sub>8</sub>(OH)·2H<sub>2</sub>O",Ca V W Fe O H
Ransomite,Cu^2+^Fe^3+^_2_(S^6+^O_4_)_4_·6H_2_O,CuFe<sup>3+</sup><sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>·6H<sub>2</sub>O,Cu Fe S O H
Ranunculite,Al(UO_2_)(PO_3_OH)(OH)_3_·4H_2_O,Al(UO<sub>2</sub>)(PO<sub>3</sub>OH)(OH)<sub>3</sub>·4H<sub>2</sub>O,Al U O P H
Rapidcreekite,Ca_2_(SO_4_)(CO_3_)·4H_2_O,Ca<sub>2</sub>(SO<sub>4</sub>)(CO<sub>3</sub>)·4H<sub>2</sub>O,Ca S O C H
Rappoldite,Pb^2+^Co^2+^_2_(As^5+^O_4_)_2_·2H_2_O,PbCo<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Pb Co As O H
Rauchite,Ni^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O,Ni(UO<sub>2</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·10H<sub>2</sub>O,Ni U O As H
Rauenthalite,Ca_3_(As^5+^O_4_)_2_·10H_2_O,Ca<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·10H<sub>2</sub>O,Ca As O H
Rauvite,Ca(UO_2_)_2_V^5+^_10_O_28_·16H_2_O,Ca(UO<sub>2</sub>)<sub>2</sub>V<sub>10</sub>O<sub>28</sub>·16H<sub>2</sub>O,Ca U O V H
Rectorite,"(Na,Ca)Al_4_(Si,Al)_8_O_20_(OH)_4_·2H_2_O","(Na,Ca)Al<sub>4</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O",Na Ca Al Si O H
Reddingite,Mn^2+^_3_(PO_4_)_2_·3H_2_O,Mn<sup>2+</sup><sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>·3H<sub>2</sub>O,Mn P O H
Redgillite,Cu^2+^_6_S^6+^O_4_(OH)_10_·H_2_O,Cu<sub>6</sub>(SO<sub>4</sub>)(OH)<sub>10</sub>·H<sub>2</sub>O,Cu S O H
Reevesite,Ni^2+^_6_Fe^3+^_2_C^4+^O_3_(OH)_16_·4H_2_O,Ni<sub>6</sub>Fe<sup>3+</sup><sub>2</sub>(CO<sub>3</sub>)(OH)<sub>16</sub>·4H<sub>2</sub>O,Ni Fe C O H
Renardite,Pb(UO_2_)_4_(PO_4_)_2_(OH)_4_·7(H_2_O),Pb(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·7H<sub>2</sub>O,Pb U O P H
Retgersite,Ni^2+^S^6+^O_4_·6H_2_O,Ni(SO<sub>4</sub>)·6H<sub>2</sub>O,Ni S O H
Revdite,Na_16_Si_16_O_27_(OH)_26_·28H_2_O,Na<sub>16</sub>Si<sub>16</sub>O<sub>27</sub>(OH)<sub>26</sub>·28H<sub>2</sub>O,Na Si O H
Rhabdophane-(Ce),CePO_4_·H_2_O,Ce(PO<sub>4</sub>)·H<sub>2</sub>O,Ce P O H
Rhabdophane-(La),LaPO_4_·H_2_O,La(PO<sub>4</sub>)·H<sub>2</sub>O,La P O H
Rhabdophane-(Nd),NdPO_4_·H_2_O,Nd(PO<sub>4</sub>)·H<sub>2</sub>O,Nd P O H
Rhodesite,K_2_Ca_2_Si_8_O_19_·5H_2_O,KHCa<sub>2</sub>Si<sub>8</sub>O<sub>19</sub>·5H<sub>2</sub>O,K H Ca Si O
Rhomboclase,(H_3_O)Fe^3+^(S^6+^O_4_)_2_·3H_2_O,(H<sub>5</sub>O<sub>2</sub>)Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,H O Fe S
Richelsdorfite,Ca_2_Cu^2+^_5_Sb^5+^(As^5+^O_4_)_4_(OH)_6_Cl·6H_2_O,Ca<sub>2</sub>Cu<sub>5</sub>Sb<sup>5+</sup>(AsO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>Cl·6H<sub>2</sub>O,Ca Cu Sb As O H Cl
Rimkorolgite,BaMg_5_(PO_4_)_4_·8H_2_O,BaMg<sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>·8H<sub>2</sub>O,Ba Mg P O H
Riomarinaite,BiSO_4_(OH)·H_2_O,Bi(SO<sub>4</sub>)(OH)·H<sub>2</sub>O,Bi S O H
Riotintoite,Al(S^6+^O_4_)(OH)·3H_2_O,Al(SO<sub>4</sub>)(OH)·3H<sub>2</sub>O,Al S O H
Rittmannite,Mn^2+^Mn^2+^Fe^2+^_2_Al_2_(PO_4_)_4_(OH)_2_·8H_2_O,"(Mn<sup>2+</sup>,Ca)Mn<sup>2+</sup>(Fe<sup>2+</sup>,Mn<sup>2+</sup>,Mg)<sub>2</sub>(Al,Fe<sup>3+</sup>)<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O",Mn Ca Fe Mg Al P O H
Riversideite,Ca_5_Si_6_O_16_(OH)_2_·2H_2_O,Ca<sub>5</sub>Si<sub>6</sub>O<sub>16</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O,Ca Si O H
Robertsite,Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O,Ca<sub>2</sub>Mn<sup>3+</sup><sub>3</sub>O<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>·3H<sub>2</sub>O,Ca Mn O P H
Roeblingite,Pb_2_Ca_6_Mn^2+^(Si_3_O_9_)_2_(SO_4_)_2_(OH)_2_·4H_2_O,Ca<sub>6</sub>Mn<sup>2+</sup>Pb<sub>2</sub>(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,Ca Mn Pb Si O S H
Rogermitchellite,"Na_6_(Sr,Na)_12_Ba_2_Zr^4+^_13_Si_39_(B,Si)_6_O_123_(OH)_12_·9H_2_O",Na<sub>6</sub>Sr<sub>12</sub>Ba<sub>2</sub>Zr<sub>13</sub>Si<sub>39</sub>B<sub>4</sub>O<sub>123</sub>(OH)<sub>6</sub>·20H<sub>2</sub>O,Na Sr Ba Zr Si B O H
Rokuhnite,Fe^2+^Cl_2_·2H_2_O,FeCl<sub>2</sub>·2H<sub>2</sub>O,Fe Cl H O
Rollandite,Cu^2+^_3_(As^5+^O_4_)_2_·4H_2_O,Cu<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,Cu As O H
Romanorlovite,K_11_Cu^2+^_9_Cl_25_(OH)_4_·2H_2_O,K<sub>11</sub>Cu<sub>9</sub>Cl<sub>25</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O,K Cu Cl O H
Romerite,Fe^2+^Fe^3+^_2_(S^6+^O_4_)_4_·14H_2_O,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>·14H<sub>2</sub>O,Fe S O H
Roscherite,Ca_2_Mn^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O,Ca<sub>2</sub>Mn<sup>2+</sup><sub>5</sub>Be<sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O,Ca Mn Be P O H
Roselite,Ca_2_Co^2+^(As^5+^O_4_)_2_·2H_2_O,Ca<sub>2</sub>Co(AsO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Ca Co As O H
Roselite-beta,Ca_2_Co^2+^(As^5+^O_4_)_2_·2H_2_O,Ca<sub>2</sub>Co(AsO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Ca Co As O H
Rosenbergite,AlF[F_0.5_(H_2_O)_0.5_]_4_·H_2_O,AlF[F<sub>0.5</sub>(H<sub>2</sub>O)<sub>0.5</sub>]<sub>4</sub>·H<sub>2</sub>O,Al F H O
Rossite,Ca(V^5+^O_3_)_2_·4H_2_O,Ca(VO<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,Ca V O H
Rosslerite,Mg(As^5+^O_3_OH)·7H_2_O,Mg(AsO<sub>3</sub>OH)·7H<sub>2</sub>O,Mg As O H
Rostite,AlSO_4_(OH)·5H_2_O,Al(SO<sub>4</sub>)(OH)·5H<sub>2</sub>O,Al S O H
Roubaultite,Cu^2+^_2_O_2_(U^6+^O_2_)_3_(CO_3_)_2_(OH)_2_·4H_2_O,Cu<sub>2</sub>O<sub>2</sub>(UO<sub>2</sub>)<sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,Cu O U C H
Rouseite,Pb^2+^_2_Mn^2+^(As^3+^O_3_)_2_·2H_2_O,Pb<sub>2</sub>Mn<sup>2+</sup>(AsO<sub>3</sub>)<sub>2</sub>·2H<sub>2</sub>O,Pb Mn As O H
Rozenite,Fe^2+^S^6+^O_4_·4H_2_O,Fe<sup>2+</sup>(SO<sub>4</sub>)·4H<sub>2</sub>O,Fe S O H
Ruifrancoite,Ca_2_[box]_2_Fe^3+^_4_Be_4_(PO_4_)_6_(OH)_6_·4H_2_O,"Ca<sub>2</sub>([box],Mn)<sub>2</sub>(Fe<sup>3+</sup>,Mn,Mg)<sub>4</sub>Be<sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>6</sub>·4H<sub>2</sub>O",Ca Mn Fe Mg Be P O H
Ruitenbergite,Ca_9_B_26_O_34_(OH)_24_Cl_4_·13H_2_O,Ca<sub>9</sub>B<sub>26</sub>O<sub>34</sub>(OH)<sub>24</sub>Cl<sub>4</sub>·13H<sub>2</sub>O,Ca B O H Cl
Ruizite,Ca_2_Mn^3+^_2_Si_4_O_11_(OH)_4_·2H_2_O,Ca<sub>2</sub>Mn<sup>3+</sup><sub>2</sub>Si<sub>4</sub>O<sub>11</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O,Ca Mn Si O H
Sabugalite,HAl(UO_2_)_4_(PO_4_)_4_·16H_2_O,HAl(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>·16H<sub>2</sub>O,H Al U O P
Sacrofanite,"(Na,Ca)_9_(Si,Al)_12_O_24_(OH,SO_4_,CO_3_,Cl)_4_·nH_2_O",(Na<sub>61</sub>K<sub>19</sub>Ca<sub>32</sub>)_Σ=112_(Si<sub>84</sub>Al<sub>84</sub>O<sub>336</sub>)(SO<sub>4</sub>)<sub>26</sub>Cl<sub>2</sub>F<sub>6</sub>·2H<sub>2</sub>O,Na K Ca Si Al O S Cl F H
Sailaufite,"(Ca,Na,[box])_2_Mn^3+^_3_O_2_(As^5+^O_4_)_2_CO_3_·3H_2_O","(Ca,Na,[box])<sub>2</sub>Mn<sup>3+</sup><sub>3</sub>O<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O",Ca Na Mn O As C H
Sainfeldite,Ca_5_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O,Ca<sub>5</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)<sub>2</sub>·4H<sub>2</sub>O,Ca As O H
Sakhaite,Ca_48_Mg_16_Al(SiO_3_OH)_4_(CO_3_)_16_(BO_3_)_28_·(H_2_O)_3_(HCl)_3_,Ca<sub>48</sub>Mg<sub>16</sub>Al(SiO<sub>3</sub>OH)<sub>4</sub>(CO<sub>3</sub>)<sub>16</sub>(BO<sub>3</sub>)<sub>28</sub>·(H<sub>2</sub>O)<sub>3</sub>(HCl)<sub>3</sub>,Ca Mg Al Si O H C B Cl
Sampleite,NaCaCu^2+^_5_(P^5+^O_4_)_4_Cl·5H_2_O,NaCaCu<sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>Cl·5H<sub>2</sub>O,Na Ca Cu P O Cl H
Sanderite,MgS^6+^O_4_·2H_2_O,Mg(SO<sub>4</sub>)·2H<sub>2</sub>O,Mg S O H
Santabarbaraite,Fe^3+^_3_(PO_4_)_2_(OH)_3_·5H_2_O,Fe<sup>3+</sup><sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O,Fe P O H
Santafeite,"(Ca,Sr,Na)_3_(Mn^2+^,Fe^3+^)_2_Mn^4+^_2_(V^5+^O_4_)_4_(OH,O)_5_·2H_2_O","(Ca,Sr,Na)<sub>3</sub>(Mn<sup>2+</sup>,Fe<sup>3+</sup>)<sub>2</sub>Mn<sup>4+</sup><sub>2</sub>(VO<sub>4</sub>)<sub>4</sub>(OH,O)<sub>5</sub>·2H<sub>2</sub>O",Ca Sr Na Mn Fe V O H
Santite,KB_5_O_6_(OH)_4_·2H_2_O,KB<sub>5</sub>O<sub>6</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O,K B O H
Saponite,"(Ca,Na)_0.3_(Mg,Fe^2+^)_3_(Si,Al)_4_O_10_(OH)_2_·4H_2_O","(Ca,Na)<sub>0.3</sub>(Mg,Fe)<sub>3</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O",Ca Na Mg Fe Si Al O H
Sardignaite,Bi^3+^Mo^6+^_2_O_7_(OH)·2H_2_O,BiMo<sub>2</sub>O<sub>7</sub>(OH)·2H<sub>2</sub>O,Bi Mo O H
Sarmientite,Fe^3+^_2_(As^5+^O_4_)(S^6+^O_4_)(OH)·5H_2_O,Fe<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)(SO<sub>4</sub>)(OH)·5H<sub>2</sub>O,Fe As O S H
Sasaite,Al_6_(PO_4_)_5_(OH)_3_·36H_2_O,Al<sub>6</sub>(PO<sub>4</sub>)<sub>5</sub>(OH)<sub>3</sub>·36H<sub>2</sub>O,Al P O H
Satimolite,KNa_2_(Al_5_Mg_2_)[B_12_O_18_(OH)_12_](OH)_6_Cl_4_·4H_2_O,KNa<sub>2</sub>(Al<sub>5</sub>Mg<sub>2</sub>)[B<sub>12</sub>O<sub>18</sub>(OH)<sub>12</sub>](OH)<sub>6</sub>Cl<sub>4</sub>·4H<sub>2</sub>O,K Na Al Mg B O H Cl
Sauconite,"Na_0.3_Zn^2+^_3_(Si,Al)_4_O_10_(OH)_2_·4H_2_O","Na<sub>0.3</sub>Zn<sub>3</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O",Na Zn Si Al O H
Sayrite,Pb_2_(UO_2_)_5_O_6_(OH)_2_·4H_2_O,Pb<sub>2</sub>(UO<sub>2</sub>)<sub>5</sub>O<sub>6</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,Pb U O H
Sazhinite-(Ce),Na_3_CeSi_6_O_15_·2H_2_O,Na<sub>3</sub>CeSi<sub>6</sub>O<sub>15</sub>·2H<sub>2</sub>O,Na Ce Si O H
Sazhinite-(La),Na_3_LaSi_6_O_15_·2H_2_O,Na<sub>3</sub>LaSi<sub>6</sub>O<sub>15</sub>·2H<sub>2</sub>O,Na La Si O H
Sazykinaite-(Y),Na_5_YZr^4+^Si_6_O_18_·6H_2_O,Na<sub>5</sub>YZrSi<sub>6</sub>O<sub>18</sub>·6H<sub>2</sub>O,Na Y Zr Si O H
Sborgite,NaB_5_O_6_(OH)_4_·3H_2_O,NaB<sub>5</sub>O<sub>6</sub>(OH)<sub>4</sub>·3H<sub>2</sub>O,Na B O H
Scarbroite,Al_5_(CO_3_)(OH)_13_·5H_2_O,Al<sub>5</sub>(CO<sub>3</sub>)(OH)<sub>13</sub>·5H<sub>2</sub>O,Al C O H
Scawtite,Ca_7_(Si_3_O_9_)_2_(CO_3_)·2H_2_O,Ca<sub>7</sub>(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>(CO<sub>3</sub>)·2H<sub>2</sub>O,Ca Si O C H
Schaurteite,Ca_3_Ge^4+^(SO_4_)_2_(OH)_6_·3H_2_O,Ca<sub>3</sub>Ge(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,Ca Ge S O H
Schertelite,(N^3-^H_4_)_2_Mg(PO_3_OH)_2_·4H_2_O,(NH<sub>4</sub>)<sub>2</sub>Mg(PO<sub>3</sub>OH)<sub>2</sub>·4H<sub>2</sub>O,N H Mg P O
Schneebergite,Bi^3+^Co^2+^_2_(As^5+^O_4_)_2_(OH)·H_2_O,BiCo<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O,Bi Co As O H
Schoderite,Al_2_(P^5+^O_4_)(V^5+^O_4_)·8H_2_O,Al<sub>2</sub>(PO<sub>4</sub>)(VO<sub>4</sub>)·8H<sub>2</sub>O,Al P O V H
Scholzite,CaZn^2+^_2_(P^5+^O_4_)_2_·2H_2_O,CaZn<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Ca Zn P O H
Schoonerite,Zn^2+^Mn^2+^Fe^2+^_2_Fe^3+^(P^5+^O_4_)_3_(OH)_2_(H_2_O)_7_·2H_2_O,ZnMn<sup>2+</sup>Fe<sup>2+</sup><sub>2</sub>Fe<sup>3+</sup>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>7</sub>·2H<sub>2</sub>O,Zn Mn Fe P O H
Schrockingerite,NaCa_3_(UO_2_)(SO_4_)(CO_3_)_3_F·10H_2_O,NaCa<sub>3</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)(CO<sub>3</sub>)<sub>3</sub>F·10H<sub>2</sub>O,Na Ca U O S C F H
Schubnelite,Fe^3+^V^5+^O_4_·H_2_O,Fe<sup>3+</sup>(V<sup>5+</sup>O<sub>4</sub>)·H<sub>2</sub>O,Fe V O H
Schuilingite-(Nd),Cu^2+^Pb^2+^Nd^3+^(CO_3_)_3_(OH)·1.5H_2_O,CuPbNd(CO<sub>3</sub>)<sub>3</sub>(OH)·1.5H<sub>2</sub>O,Cu Pb Nd C O H
Schulenbergite,"(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·3H_2_O","(Cu,Zn)<sub>7</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>10</sub>·3H<sub>2</sub>O",Cu Zn S O H
Schwertmannite,Fe^3+^_16_O_16_(OH)_9.6_(S^6+^O_4_)_3.2_·10H_2_O,Fe<sup>3+</sup><sub>16</sub>O<sub>16</sub>(OH)<sub>9.6</sub>(SO<sub>4</sub>)<sub>3.2</sub>·10H<sub>2</sub>O,Fe O H S
Scolecite,Ca(Si_3_Al_2_)O_10_·3H_2_O,Ca(Si<sub>3</sub>Al<sub>2</sub>)O<sub>10</sub>·3H<sub>2</sub>O,Ca Si Al O H
Scorodite,Fe^3+^As^5+^O_4_·2H_2_O,Fe<sup>3+</sup>(AsO<sub>4</sub>)·2H<sub>2</sub>O,Fe As O H
Seelite,"Mg(U^6+^O_2_)_2_(As^3+^O_3_,As^5+^O_4_)_2_·7H_2_O","Mg(UO<sub>2</sub>)<sub>2</sub>(AsO<sub>3</sub>,AsO<sub>4</sub>)<sub>2</sub>·7H<sub>2</sub>O",Mg U O As H
Segelerite,CaMgFe^3+^(PO_4_)_2_(OH)·4H_2_O,CaMgFe<sup>3+</sup>(PO<sub>4</sub>)<sub>2</sub>(OH)·4H<sub>2</sub>O,Ca Mg Fe P O H
Seidite-(Ce),"Na_4_(Ce^3+^,Sr)_2_Ti^4+^Si_8_O_18_(O,OH,F)_6_·5H_2_O","Na<sub>4</sub>(Ce,Sr)<sub>2</sub>TiSi<sub>8</sub>O<sub>18</sub>(O,OH,F)<sub>6</sub>·5H<sub>2</sub>O",Na Ce Sr Ti Si O H F
Sejkoraite-(Y),Y_2_[(UO_2_)_8_O_6_(SO_4_)_4_(OH)_2_]·26H_2_O,Y<sub>2</sub>[(UO<sub>2</sub>)<sub>8</sub>O<sub>6</sub>(SO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>]·26H<sub>2</sub>O,Y U O S H
Selwynite,NaKBeZr^4+^_2_(P^5+^O_4_)_4_·2H_2_O,NaKBeZr<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>·2H<sub>2</sub>O,Na K Be Zr P O H
Senegalite,Al_2_PO_4_(OH)_3_·H_2_O,Al<sub>2</sub>(PO<sub>4</sub>)(OH)<sub>3</sub>·H<sub>2</sub>O,Al P O H
Sengierite,Cu^2+^_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_(OH)_2_·6H_2_O,Cu<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub>(VO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·6H<sub>2</sub>O,Cu U O V H
Sepiolite,Mg_4_Si_6_O_15_(OH)_2_·6H_2_O,Mg<sub>4</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>2</sub>·6H<sub>2</sub>O,Mg Si O H
Sergeevite,Ca_2_Mg_11_(CO_3_)_9_(HCO_3_)_4_(OH)_4_·6H_2_O,Ca<sub>2</sub>Mg<sub>11</sub>(CO<sub>3</sub>)<sub>9</sub>(HCO<sub>3</sub>)<sub>4</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O,Ca Mg C O H
Serpierite,"Ca(Cu^2+^,Zn^2+^)_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O","Ca(Cu,Zn)<sub>4</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O",Ca Cu Zn S O H
Serrabrancaite,Mn^3+^P^5+^O_4_·H_2_O,Mn(PO<sub>4</sub>)·H<sub>2</sub>O,Mn P O H
Shabaite-(Nd),CaNd_2_(UO_2_)(CO_3_)_4_(OH)_2_·6H_2_O,CaNd<sub>2</sub>(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>2</sub>·6H<sub>2</sub>O,Ca Nd U O C H
Shabynite,Mg_5_BO_3_(OH)_5_Cl_2_·4H_2_O,Mg<sub>5</sub>(BO<sub>3</sub>)(OH)<sub>5</sub>Cl<sub>2</sub>·4H<sub>2</sub>O,Mg B O H Cl
Sharpite,Ca(UO_2_)_6_(CO_3_)_5_(OH)_4_·6H_2_O,Ca(UO<sub>2</sub>)<sub>6</sub>(CO<sub>3</sub>)<sub>5</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O,Ca U O C H
Sheldrickite,NaCa_3_(CO_3_)_2_F_3_·H_2_O,NaCa<sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>F<sub>3</sub>·H<sub>2</sub>O,Na Ca C O F H
Sherwoodite,Ca_4.5_AlV^4+^_2_V^5+^_12_O_40_·28H_2_O,Ca<sub>4.5</sub>AlV<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>12</sub>O<sub>40</sub>·28H<sub>2</sub>O,Ca Al V O H
Shigaite,NaAl_3_Mn^2+^_6_(SO_4_)_2_(OH)_18_·12H_2_O,Mn<sub>6</sub>Al<sub>3</sub>(OH)<sub>18</sub>[Na(H<sub>2</sub>O)<sub>6</sub>](SO<sub>4</sub>)<sub>2</sub>·6H<sub>2</sub>O,Mn Al O H Na S
Shkatulkalite,Na_10_Mn^2+^Ti^4+^_3_Nb^5+^_3_(Si_2_O_7_)_6_(OH)_2_F·12H_2_O,Na<sub>10</sub>MnTi<sub>3</sub>Nb<sub>3</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>6</sub>(OH)<sub>2</sub>F·12H<sub>2</sub>O,Na Mn Ti Nb Si O H F
Shlykovite,KCa[Si_4_O_9_(OH)]·3H_2_O,KCa[Si<sub>4</sub>O<sub>9</sub>(OH)]·3H<sub>2</sub>O,K Ca Si O H
Shomiokite-(Y),Na_3_Y(CO_3_)_3_·3H_2_O,Na<sub>3</sub>Y(CO<sub>3</sub>)<sub>3</sub>·3H<sub>2</sub>O,Na Y C O H
Shubnikovite,Ca_2_Cu^2+^_8_(As^5+^O_4_)_6_Cl(OH)·7H_2_O,Ca<sub>2</sub>Cu<sub>8</sub>(AsO<sub>4</sub>)<sub>6</sub>Cl(OH)·7H<sub>2</sub>O (?),Ca Cu As O Cl H
Shumwayite,(U^6+^O_2_)_2_(S^6+^O_4_)_2_·5H_2_O,[(UO<sub>2</sub>)(SO<sub>4</sub>)(H<sub>2</sub>O)<sub>2</sub>]<sub>2</sub>·H<sub>2</sub>O,U O S H
Sideronatrite,Na_2_Fe^3+^(S^6+^O_4_)_2_(OH)·3H_2_O,Na<sub>2</sub>Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>2</sub>(OH)·3H<sub>2</sub>O,Na Fe S O H
Siderotil,Fe^2+^S^6+^O_4_·5H_2_O,Fe(SO<sub>4</sub>)·5H<sub>2</sub>O,Fe S O H
Sidwillite,Mo^6+^O_3_·2H_2_O,MoO<sub>3</sub>·2H<sub>2</sub>O,Mo O H
Sieleckiite,Cu^2+^_3_Al_4_(P^5+^O_4_)_2_(OH)_12_·2H_2_O,Cu<sub>3</sub>Al<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>12</sub>·2H<sub>2</sub>O,Cu Al P O H
Sigloite,Fe^3+^Al_2_(PO_4_)_2_(OH)_3_·7H_2_O,Fe<sup>3+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>·7H<sub>2</sub>O,Fe Al P O H
Silinaite,NaLiSi_2_O_5_·2H_2_O,NaLiSi<sub>2</sub>O<sub>5</sub>·2H<sub>2</sub>O,Na Li Si O H
Simonkolleite,Zn^2+^_5_(OH)_8_Cl^1-^_2_·H_2_O,Zn<sub>5</sub>(OH)<sub>8</sub>Cl<sub>2</sub>·H<sub>2</sub>O,Zn O H Cl
Sincosite,Ca(V^4+^O)_2_(P^5+^O_4_)_2_·4H_2_O,Ca(VO)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,Ca V O P H
Sinjarite,CaCl_2_·2H_2_O,CaCl<sub>2</sub>·2H<sub>2</sub>O,Ca Cl H O
Sinkankasite,Mn^2+^Al(PO_3_OH)_2_(OH)·6H_2_O,Mn<sup>2+</sup>Al(PO<sub>3</sub>OH)<sub>2</sub>(OH)·6H<sub>2</sub>O,Mn Al P O H
Sitinakite,KNa_2_Ti^4+^_4_Si_2_O_13_(OH)·4H_2_O,KNa<sub>2</sub>Ti<sub>4</sub>Si<sub>2</sub>O<sub>13</sub>(OH)·4H<sub>2</sub>O,K Na Ti Si O H
Siudaite,Na_8_(Mn^2+^_2_Na)Ca_6_Fe^3+^_3_Zr^4+^_3_Nb^5+^Si_25_O_74_(OH)_2_Cl·5H_2_O,Na<sub>8</sub>(Mn<sup>2+</sup><sub>2</sub>Na)Ca<sub>6</sub>Fe<sup>3+</sup><sub>3</sub>Zr<sub>3</sub>NbSi<sub>25</sub>O<sub>74</sub>(OH)<sub>2</sub>Cl·5H<sub>2</sub>O,Na Mn Ca Fe Zr Nb Si O H Cl
Sklodowskite,Mg(UO_2_)_2_(SiO_3_OH)_2_·6H_2_O,Mg(UO<sub>2</sub>)<sub>2</sub>(SiO<sub>3</sub>OH)<sub>2</sub>·6H<sub>2</sub>O,Mg U O Si H
