mineral_name,mineral_id,ima_chemistry,rruff_chemistry
Ulexite,4513,NaCaB<sub>5</sub>O<sub>6</sub>(OH)<sub>6</sub>·5H<sub>2</sub>O,NaCaB_5_O_6_(OH)_6_·5H_2_O
Ullmannite,4514,NiSbS,NiSbS
Ulrichite,4515,CaCu(UO<sub>2</sub>)(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,CaCu^2+^(U^6+^O_2_)(P^5+^O_4_)_2_·4H_2_O
Ulvospinel,4516,Fe^2+^<sub>2</sub>TiO<sub>4</sub>,Fe^2+^_2_Ti^4+^O_4_
Umangite,4517,Cu<sub>3</sub>Se<sub>2</sub>,Cu_3_Se_2_
Umbite,4518,K<sub>2</sub>ZrSi<sub>3</sub>O<sub>9</sub>·H<sub>2</sub>O,K_2_Zr^4+^Si_3_O_9_·H_2_O
Umbozerite,4519,"Na<sub>3</sub>Sr<sub>4</sub>ThSi<sub>8</sub>(O,OH)<sub>24</sub>",Na_3_Sr_4_Th^4+^Si_8_O_23_(OH)
Umohoite,4520,(UO<sub>2</sub>)(MoO<sub>4</sub>)·2H<sub>2</sub>O,(U^6+^O_2_)Mo^6+^O_4_·2H_2_O
Mangano-mangani-ungarettiite,4521,NaNa<sub>2</sub>(Mn^2+^<sub>2</sub>Mn^3+^<sub>3</sub>)Si<sub>8</sub>O<sub>22</sub>O<sub>2</sub>,NaNa_2_(Mn^2+^_2_Mn^3+^_3_)Si_8_O_22_O_2_
Ungemachite,4522,K<sub>3</sub>Na<sub>8</sub>Fe^3+^(SO<sub>4</sub>)<sub>6</sub>(NO<sub>3</sub>)<sub>2</sub>·6H<sub>2</sub>O,K_3_Na_8_Fe^3+^(S^6+^O_4_)_6_(N^5+^O_3_)_2_·6H_2_O
Upalite,4523,Al(UO<sub>2</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>O(OH)·7H<sub>2</sub>O,Al(U^6+^O_2_)_3_(PO_4_)_2_O(OH)·7H_2_O
Uralborite,4524,CaB<sub>2</sub>O<sub>2</sub>(OH)<sub>4</sub>,CaB_2_O_2_(OH)_4_
Uralolite,4525,Ca<sub>2</sub>Be<sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O,Ca_2_Be_4_(PO_4_)_3_(OH)_3_·5H_2_O
Urancalcarite,4527,Ca(UO<sub>2</sub>)<sub>3</sub>(CO<sub>3</sub>)(OH)<sub>6</sub>·3H<sub>2</sub>O,Ca(U^6+^O_2_)_3_CO_3_(OH)_6_·3H_2_O
Uraninite,4528,UO<sub>2</sub>,U^4+^O_2_
Uranophane-alpha,4531,Ca(UO<sub>2</sub>)<sub>2</sub>(SiO<sub>3</sub>OH)<sub>2</sub>·5H<sub>2</sub>O,Ca(U^6+^O_2_)_2_(SiO_3_OH)_2_·5H_2_O
Uranophane-beta,4532,Ca(UO<sub>2</sub>)<sub>2</sub>(SiO<sub>3</sub>OH)<sub>2</sub>·5H<sub>2</sub>O,Ca(U^6+^O_2_)_2_(SiO_3_OH)_2_·5H_2_O
Uranopilite,4533,(UO<sub>2</sub>)<sub>6</sub>(SO<sub>4</sub>)O<sub>2</sub>(OH)<sub>6</sub>·14H<sub>2</sub>O,(U^6+^O_2_)_6_S^6+^O_4_O_2_(OH)_6_·14H_2_O
Uranopolycrase,4534,"(U,Y)(Ti,Nb,Ta)<sub>2</sub>(O,OH)<sub>6</sub>","(U^4+^,Y^3+^)(Ti^4+^,Nb^5+^,Ta^5+^)_2_(O,OH)_6_"
Uranosilite,4535,(UO<sub>2</sub>)Si<sub>7</sub>O<sub>15</sub>,(U^6+^O_2_)Si_7_O_15_
Uranospathite,4536,"(Al,[box])(UO<sub>2</sub>)<sub>2</sub>F(PO<sub>4</sub>)<sub>2</sub>·20H<sub>2</sub>O","(Al,[box])(U^6+^O_2_)_2_F(PO_4_)_2_·20(H_2_O,F)"
Uranosphaerite,4537,Bi(UO<sub>2</sub>)O<sub>2</sub>(OH),Bi^3+^(U^6+^O_2_)O_2_(OH)
Uranospinite,4538,Ca(UO<sub>2</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·10H<sub>2</sub>O,Ca(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O
Uranotungstite,4539,Fe(UO<sub>2</sub>)<sub>2</sub>(WO<sub>4</sub>)(OH)<sub>4</sub>·12H<sub>2</sub>O,Fe^2+^(U^6+^O_2_)_2_W^6+^O_4_(OH)_4_·12H_2_O
Urea,4541,CO(NH<sub>2</sub>)<sub>2</sub>,CO(N^3-^H_2_)_2_
Uricite,4542,C<sub>5</sub>H<sub>4</sub>N<sub>4</sub>O<sub>3</sub>,C_5_H_4_N_4_O_3_
Urusovite,4543,CuAlO(AsO<sub>4</sub>),Cu^2+^AlO(As^5+^O_4_)
Urvantsevite,4544,"Pd(Bi,Pb)<sub>2</sub>","Pd(Bi,Pb)_2_"
Ushkovite,4545,MgFe^3+^<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,MgFe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·8H_2_O
Usovite,4546,Ba<sub>2</sub>CaMgAl<sub>2</sub>F<sub>14</sub>,Ba_2_CaMgAl_2_F_14_
Ussingite,4547,Na<sub>2</sub>AlSi<sub>3</sub>O<sub>8</sub>(OH),Na_2_AlSi_3_O_8_(OH)
Ustarasite,4548,"Pb(Bi,Sb)<sub>6</sub>S<sub>10</sub>","Pb(Bi,Sb)_6_S_10_"
Utahite,4549,Cu<sub>5</sub>Zn<sub>3</sub>(Te^6+^O<sub>4</sub>)<sub>4</sub>(OH)<sub>8</sub>·7H<sub>2</sub>O,Cu^2+^_5_Zn^2+^_3_(Te^6+^O_4_)_4_(OH)_8_·7H_2_O
Uvanite,4550,(UO<sub>2</sub>)<sub>2</sub>V^5+^<sub>6</sub>O<sub>17</sub>·15H<sub>2</sub>O (?),U^6+^_2_V^5+^_6_O_21_·15H_2_O
Uvarovite,4551,Ca<sub>3</sub>Cr<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Ca_3_Cr^3+^_2_(SiO_4_)_3_
Fluor-uvite,4552,CaMg<sub>3</sub>(Al<sub>5</sub>Mg)(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>F,CaMg_3_(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_F
Uytenbogaardtite,4553,Ag<sub>3</sub>AuS<sub>2</sub>,Ag_3_AuS_2_
Vaesite,4555,NiS<sub>2</sub>,Ni^2+^(S_2_)^2-^
Vajdakite,4556,(Mo^6+^O<sub>2</sub>)<sub>2</sub>As^3+^<sub>2</sub>O<sub>5</sub>·3H<sub>2</sub>O,(Mo^6+^O_2_)_2_As^3+^_2_O_5_·3H_2_O
Valentinite,4557,Sb<sub>2</sub>O<sub>3</sub>,Sb^3+^_2_O_3_
Valleriite,4558,"2[(Fe,Cu)S]·1.53[(Mg,Al)(OH)<sub>2</sub>]","2[(Fe,Cu)S]·1.53[(Mg,Al)(OH)_2_]"
Vanadinite,4559,Pb<sub>5</sub>(VO<sub>4</sub>)<sub>3</sub>Cl,Pb^2+^_5_(V^5+^O_4_)_3_Cl
Oxy-vanadium-dravite,4560,NaV<sub>3</sub>(V<sub>4</sub>Mg<sub>2</sub>)(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>O,NaMg_3_V^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH
Vanadomalayaite,4561,CaVO(SiO<sub>4</sub>),CaV^4+^OSiO_4_
Vandenbrandeite,4563,Cu(UO<sub>2</sub>)(OH)<sub>4</sub>,Cu^2+^U^6+^O_2_(OH)_4_
Vandendriesscheite,4564,Pb<sub>1.6</sub>(UO<sub>2</sub>)<sub>10</sub>O<sub>6</sub>(OH)<sub>11</sub>·11H<sub>2</sub>O,Pb^2+^_1.6_(U^6+^O_2_)_10_O_6_(OH)_11_·11H_2_O
Vanmeersscheite,4565,U(UO<sub>2</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>·4H<sub>2</sub>O,U^6+^(U^6+^O_2_)_3_(PO_4_)_2_(OH)_6_·4H_2_O
Vantasselite,4566,Al<sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>·9H<sub>2</sub>O,Al_4_(PO_4_)_3_(OH)_3_·9H_2_O
Vanthoffite,4567,Na<sub>6</sub>Mg(SO<sub>4</sub>)<sub>4</sub>,Na_6_Mg(S^6+^O_4_)_4_
Variscite,4570,Al(PO<sub>4</sub>)·2H<sub>2</sub>O,AlPO_4_·2H_2_O
Varulite,4571,NaCaMn^2+^<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>,NaCaMn^2+^_3_(PO_4_)_3_
Vashegyite,4572,Al<sub>11</sub>(PO<sub>4</sub>)<sub>9</sub>(OH)<sub>6</sub>·38H<sub>2</sub>O,Al_11_(PO_4_)_9_(OH)_6_·38H_2_O
Vasilite,4573,"(Pd,Cu)<sub>16</sub>(S,Te)<sub>7</sub>","(Pd,Cu)_16_(S,Te)_7_"
Vaterite,4574,Ca(CO<sub>3</sub>),CaCO_3_
Vaughanite,4575,TlHgSb<sub>4</sub>S<sub>7</sub>,TlHgSb_4_S_7_
Vauquelinite,4576,CuPb<sub>2</sub>(CrO<sub>4</sub>)(PO<sub>4</sub>)(OH),Cu^2+^Pb^2+^_2_(Cr^6+^O_4_)(P^5+^O_4_)(OH)
Vauxite,4577,Fe^2+^Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·6H<sub>2</sub>O,Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·6H_2_O
Veatchite,4579,Sr<sub>2</sub>B<sub>11</sub>O<sub>16</sub>(OH)<sub>5</sub>·H<sub>2</sub>O,Sr_2_[B_5_O_8_(OH)]_2_B(OH)_3_·H_2_O
Veenite,4582,"Pb<sub>2</sub>(Sb,As)<sub>2</sub>S<sub>5</sub>",Pb_2_Sb_2_S_5_
Velikite,4583,Cu<sub>2</sub>HgSnS<sub>4</sub>,Cu^1+^_2_Hg^2+^Sn^4+^S^2-^_4_
Verbeekite,4584,PdSe<sub>2</sub>,PdSe_2_
Vergasovaite,4585,Cu<sub>3</sub>O(MoO<sub>4</sub>)(SO<sub>4</sub>),Cu^2+^_3_O(Mo^6+^O_4_)(S^6+^O_4_)
Vermiculite,4586,"Mg<sub>0.7</sub>(Mg,Fe,Al)<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH)<sub>4</sub>·8H<sub>2</sub>O","Mg_0.7_(Mg,Fe^3+^,Al)_6_(Si,Al)_8_O_20_(OH)_4_·8H_2_O"
Vernadite,4587,"(Mn,Fe,Ca,Na)(O,OH)<sub>2</sub>·nH<sub>2</sub>O","(Mn^4+^,Fe^3+^,Ca,Na)(O,OH)_2_·nH_2_O"
Verplanckite,4588,"Ba<sub>4</sub>Mn^2+^<sub>2</sub>Si<sub>4</sub>O<sub>12</sub>(OH,H<sub>2</sub>O)<sub>3</sub>Cl<sub>3</sub>","Ba_4_Mn^2+^_2_Si_4_O_12_(OH,H_2_O)_3_Cl_3_"
Versiliaite,4589,(Fe^2+^<sub>2</sub>Fe^3+^<sub>2</sub>)(Fe^3+^<sub>2</sub>Sb^3+^<sub>6</sub>)O<sub>16</sub>S,"(Fe^2+^,Fe^3+^,Zn^2+^)_8_(Sb^3+^,Fe^3+^,As^3+^)_16_O_32_S^2-^_1.3_"
Vertumnite,4590,Ca<sub>4</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>6</sub>(OH)<sub>24</sub>·3H<sub>2</sub>O,Ca_4_Al_4_Si_4_O_6_(OH)_24_·3H_2_O
Vesuvianite,4592,"(Ca,Na)<sub>19</sub>(Al,Mg,Fe)<sub>13</sub>(SiO<sub>4</sub>)<sub>10</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>(OH,F,O)<sub>10</sub>","(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Veszelyite,4593,"(Cu,Zn)<sub>2</sub>Zn(PO<sub>4</sub>)(OH)<sub>3</sub>·2H<sub>2</sub>O",Cu^2+^_3_PO_4_(OH)_3_·2H_2_O
Vicanite-(Ce),4595,"(Ca,Ce,La,Th)<sub>15</sub>As^5+^(As^3+^,Na)<sub>0.5</sub>Fe^3+^<sub>0.7</sub>Si<sub>6</sub>B<sub>4</sub>(O,F)<sub>47</sub>","(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vigezzite,4596,"(Ca,Ce)(Nb,Ta,Ti)<sub>2</sub>O<sub>6</sub>","(Ca,Ce^3+^)(Nb^5+^,Ta^5+^,Ti^4+^)_2_O_6_"
Viitaniemiite,4597,NaCaAl(PO<sub>4</sub>)F<sub>3</sub>,NaCaAlPO_4_F_3_
Vikingite,4598,Ag<sub>5</sub>Pb<sub>8</sub>Bi<sub>13</sub>S<sub>30</sub>,Ag_5_Pb_8_Bi_13_S_30_
Villamaninite,4599,CuS<sub>2</sub>,Cu^2+^(S_2_)^2-^
Villiaumite,4600,NaF,NaF
Villyaellenite,4601,"(Mn,Ca)Mn<sub>2</sub>Ca<sub>2</sub>(AsO<sub>3</sub>OH)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O","(Mn^2+^,Ca)Mn^2+^_2_Ca_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O"
Vincentite,4603,Pd<sub>3</sub>As,Pd_3_As
Vinciennite,4604,Cu<sub>10</sub>Fe<sub>4</sub>SnAsS<sub>16</sub>,Cu_10_Fe_4_SnAsS_16_
Vinogradovite,4605,"Na<sub>4</sub>Ti<sub>4</sub>(Si<sub>2</sub>O<sub>6</sub>)<sub>2</sub>[(Si,Al)<sub>4</sub>O<sub>10</sub>]O<sub>4</sub>·(H<sub>2</sub>O,Na,K)<sub>3</sub>","Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Violarite,4606,FeNi<sub>2</sub>S<sub>4</sub>,Fe^2+^Ni^3+^_2_S^2-^_4_
Virgilite,4607,LiAlSi<sub>2</sub>O<sub>6</sub>,LiAlSi_2_O_6_
Vishnevite,4608,Na<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(SO<sub>4</sub>)·2H<sub>2</sub>O,Na_8_(Al_6_Si_6_)O_24_(S^6+^O_4_)·2H_2_O
Vismirnovite,4609,ZnSn(OH)<sub>6</sub>,Zn^2+^Sn^4+^(OH)_6_
Vitusite-(Ce),4612,Na<sub>3</sub>Ce(PO<sub>4</sub>)<sub>2</sub>,Na_3_Ce^3+^(PO_4_)_2_
Vivianite,4613,Fe^2+^<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O,Fe^2+^_3_(PO_4_)_2_·8H_2_O
Vladimirite,4614,Ca<sub>4</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)·4H<sub>2</sub>O,Ca_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)·4H_2_O
Vlasovite,4615,Na<sub>2</sub>ZrSi<sub>4</sub>O<sub>11</sub>,Na_2_Zr^4+^Si_4_O_11_
Vlodavetsite,4616,Ca<sub>2</sub>Al(SO<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl·4H<sub>2</sub>O,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vochtenite,4617,Fe^2+^Fe^3+^(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)·12-13H<sub>2</sub>O,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(PO_4_)_4_(OH)·12-13H_2_O
Voggite,4618,Na<sub>2</sub>Zr(PO<sub>4</sub>)(CO<sub>3</sub>)(OH)·2H<sub>2</sub>O,Na_2_Zr^4+^(P^5+^O_4_)(C^4+^O_3_)(OH)·2H_2_O
Voglite,4619,Ca<sub>2</sub>Cu(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>4</sub>·6H<sub>2</sub>O,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O
Volborthite,4620,Cu<sub>3</sub>V<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O,Cu^2+^_3_V^5+^_2_O_7_(OH)_2_·2H_2_O
Volkonskoite,4621,"Ca<sub>0.3</sub>(Cr,Mg)<sub>2</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O","Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkovskite,4622,KCa<sub>4</sub>B<sub>22</sub>O<sub>32</sub>(OH)<sub>10</sub>Cl·4H<sub>2</sub>O,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O
Voltaite,4623,K<sub>2</sub>Fe^2+^<sub>5</sub>Fe^3+^<sub>3</sub>Al(SO<sub>4</sub>)<sub>12</sub>·18H<sub>2</sub>O,K_2_Fe^2+^_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O
Volynskite,4624,AgBiTe<sub>2</sub>,AgBiTe_2_
Vonbezingite,4625,Ca<sub>6</sub>Cu<sub>3</sub>(SO<sub>4</sub>)<sub>3</sub>(OH)<sub>12</sub>·2H<sub>2</sub>O,Ca_6_Cu^2+^_3_(S^6+^O_4_)_3_(OH)_12_·2H_2_O
Vonsenite,4626,Fe^2+^<sub>2</sub>Fe^3+^O<sub>2</sub>(BO<sub>3</sub>),Fe^2+^_2_Fe^3+^O_2_(BO_3_)
Vrbaite,4628,Hg<sub>3</sub>Tl<sub>4</sub>As<sub>8</sub>Sb<sub>2</sub>S<sub>20</sub>,Hg_3_Tl_4_As_8_Sb_2_S_20_
Vuagnatite,4629,CaAlSiO<sub>4</sub>(OH),CaAlSiO_4_(OH)
Vulcanite,4630,CuTe,CuTe
Vuonnemite,4631,Na<sub>6</sub>Na<sub>2</sub>Nb<sub>2</sub>Na<sub>3</sub>Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>O<sub>2</sub>(OF),Na_6_Na_2_Nb^5+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_(PO_4_)_2_O_2_(OF)
Vuorelainenite,4632,Mn^2+^V^3+^<sub>2</sub>O<sub>4</sub>,Mn^2+^V^3+^_2_O_4_
Vuoriyarvite-K,4633,"(K,Na,[box])<sub>12</sub>Nb<sub>8</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>4</sub>O<sub>8</sub>·12-16H<sub>2</sub>O","(K,Na,[box])_12_Nb^5+^_8_(Si_4_O_12_)_4_O_8_·12-16H_2_O"
Vyacheslavite,4634,U^4+^(PO<sub>4</sub>)(OH)·2.5H<sub>2</sub>O,U^4+^PO_4_(OH)·2.5H_2_O
Vyalsovite,4635,CaFeAlS(OH)<sub>5</sub>,CaFe^2+^AlS^2-^(OH)_5_
Vysotskite,4636,"(Pd,Ni)S","(Pd^2+^,Ni^2+^)S^2-^"
Vyuntspakhkite-(Y),4637,"Y(Al,Si)(SiO<sub>4</sub>)(OH,O)<sub>2</sub>","Y^3+^(Al,Si)(SiO_4_)(OH,O)_2_"
Wadalite,4638,Ca<sub>6</sub>Al<sub>5</sub>Si<sub>2</sub>O<sub>16</sub>Cl<sub>3</sub>,Ca_6_Al_5_Si_2_O_16_Cl_3_
Wadeite,4639,K<sub>2</sub>ZrSi<sub>3</sub>O<sub>9</sub>,K_2_Zr^4+^Si_3_O_9_
Wagnerite,4641,Mg<sub>2</sub>(PO<sub>4</sub>)F,Mg_2_PO_4_F
Wairakite,4642,Ca(Si<sub>4</sub>Al<sub>2</sub>)O<sub>12</sub>·2H<sub>2</sub>O,Ca(Si_4_Al_2_)O_12_·2H_2_O
Wairauite,4643,CoFe,CoFe
Wakabayashilite,4644,"(As,Sb)<sub>6</sub>As<sub>4</sub>S<sub>14</sub>","(As,Sb)_6_As_4_S_14_"
Wakefieldite-(Ce),4645,CeVO<sub>4</sub>,Ce^3+^V^5+^O_4_
Wakefieldite-(Y),4646,YVO<sub>4</sub>,Y^3+^V^5+^O_4_
Walentaite,4647,"Fe^3+^<sub>6</sub>(Ca,Mn^2+^,Fe^2+^,Na,[box])<sub>2</sub>(As^3+^<sub>3</sub>O<sub>3</sub>)(PO<sub>4</sub>)<sub>2</sub>(O,OH)<sub>7</sub>(H<sub>2</sub>O)<sub>5</sub>","Fe^3+^_6_(Ca,Mn^2+^,Fe^2+^,Na,[box])_2_(As^3+^_3_O_3_)(PO_4_)_2_(O,OH)_7_(H_2_O)_5_"
Walfordite,4648,"(Fe^3+^,Te^6+^,Ti^4+^,Mg)Te^4+^<sub>3</sub>O<sub>8</sub>","(Fe^3+^,Te^6+^,Ti^4+^,Mg)Te^4+^_3_O_8_"
Walkerite,4649,"Ca<sub>16</sub>(Mg,Li)<sub>2</sub>[B<sub>13</sub>O<sub>17</sub>(OH)<sub>12</sub>]<sub>4</sub>Cl<sub>6</sub>·28H<sub>2</sub>O","Ca_16_(Mg,Li)_2_[B_13_O_17_(OH)_12_]_4_Cl_6_·28H_2_O"
Wallisite,4650,CuPbTlAs<sub>2</sub>S<sub>5</sub>,CuPbTlAs_2_S_5_
Wallkilldellite,4651,Ca<sub>2</sub>Mn^2+^<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·9H<sub>2</sub>O,Ca_4_Mn^2+^_6_(As^5+^O_4_)_4_(OH)_8_·18H_2_O
Wallkilldellite-(Fe),4652,Ca<sub>2</sub>Fe^2+^<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·9H<sub>2</sub>O,"(Ca,Cu^2+^)_4_Fe^2+^_6_(As^5+^O_4_,SiO_4_)_4_(OH)_8_·18H_2_O"
Walpurgite,4653,Bi<sub>4</sub>O<sub>4</sub>(UO<sub>2</sub>)(AsO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Bi^3+^_4_O_4_(U^6+^O_2_)(As^5+^O_4_)_2_·2H_2_O
Walstromite,4654,BaCa<sub>2</sub>Si<sub>3</sub>O<sub>9</sub>,BaCa_2_Si_3_O_9_
Walthierite,4655,Ba<sub>0.5</sub>Al<sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Ba_0.5_Al_3_(S^6+^O_4_)_2_(OH)_6_
Wardite,4656,NaAl<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O,NaAl_3_(PO_4_)_2_(OH)_4_·2H_2_O
Wardsmithite,4657,Ca<sub>5</sub>Mg(B<sub>4</sub>O<sub>7</sub>)<sub>6</sub>·30H<sub>2</sub>O,Ca_5_Mg(B_4_O_7_)_6_·30H_2_O
Warikahnite,4658,Zn<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Zn^2+^_3_(As^5+^O_4_)_2_·2H_2_O
Warwickite,4659,"(Mg,Ti,Fe,Cr,Al)<sub>2</sub>O(BO<sub>3</sub>)","(Mg,Ti^4+^,Fe^3+^,Cr^3+^,Al)_2_O(BO_3_)"
Watanabeite,4660,"Cu<sub>4</sub>(As,Sb)<sub>2</sub>S<sub>5</sub>",Cu_4_As_2_S_5_
Watkinsonite,4661,"PbCu<sub>2</sub>Bi<sub>4</sub>(Se,S)<sub>8</sub>",PbCu_2_Bi_4_Se_8_
Wattersite,4662,Hg^1+^<sub>4</sub>Hg^2+^O<sub>2</sub>(CrO<sub>4</sub>),Hg^1+^_4_Hg^2+^O_2_(Cr^6+^O_4_)
Wawayandaite,4663,"Ca<sub>6</sub>Be<sub>9</sub>Mn^2+^<sub>2</sub>BSi<sub>6</sub>O<sub>23</sub>(OH,Cl)<sub>15</sub>","Ca_6_Be_9_Mn^2+^_2_BSi_6_O_23_(OH,Cl)_15_"
Waylandite,4664,BiAl<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Bi^3+^Al_3_(PO_4_)_2_(OH)_6_
Weberite,4665,Na<sub>2</sub>MgAlF<sub>7</sub>,Na_2_MgAlF_7_
Weddellite,4666,Ca(C<sub>2</sub>O<sub>4</sub>)·2H<sub>2</sub>O,Ca(C_2_)^6+^O_4_·2H_2_O
Weeksite,4667,(K)<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub>(Si<sub>5</sub>O<sub>13</sub>)·4H<sub>2</sub>O,K_2_(U^6+^O_2_)_2_(Si_5_O_13_)·4H_2_O
Wegscheiderite,4668,Na<sub>5</sub>H<sub>3</sub>(CO<sub>3</sub>)<sub>4</sub>,Na_5_H_3_(CO_3_)_4_
Weibullite,4669,"Ag<sub>0.33</sub>Pb<sub>5.33</sub>Bi<sub>8.33</sub>(S,Se)<sub>18</sub>","Ag_0.3_Pb_5.3_Bi_8.3_(S,Se)_18_"
Weilite,4670,Ca(AsO<sub>3</sub>OH),Ca(As^5+^O_3_OH)
Weinebeneite,4671,CaBe<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,CaBe_3_(PO_4_)_2_(OH)_2_·4H_2_O
Weishanite,4672,"(Au,Ag,Hg)","(Au,Ag,Hg)"
Weissbergite,4673,TlSbS<sub>2</sub>,TlSbS_2_
Weissite,4674,Cu_2-x_Te,Cu_2-x_Te
Welinite,4675,Mn^2+^<sub>6</sub>(W^6+^[box])(SiO<sub>4</sub>)<sub>2</sub>O<sub>4</sub>(OH)<sub>2</sub>,Mn^2+^_6_(W^6+^[box])(SiO_4_)_2_O_4_(OH)_2_
Weloganite,4677,Na<sub>2</sub>Sr<sub>3</sub>Zr(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O,Na_2_Sr_3_Zr^4+^(C^4+^O_3_)_6_·3H_2_O
Welshite,4678,Ca<sub>4</sub>[Mg<sub>9</sub>Sb^5+^<sub>3</sub>]O<sub>4</sub>[Si<sub>6</sub>Be<sub>3</sub>AlFe^3+^<sub>2</sub>O<sub>36</sub>],Ca_4_(Mg_9_Sb^5+^_3_)O_4_[Si_6_Be_3_AlFe^3+^_2_O_36_]
Wendwilsonite,4679,Ca<sub>2</sub>Mg(AsO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Ca_2_Mg(As^5+^O_4_)_2_·2H_2_O
Werdingite,4680,Mg<sub>2</sub>Al<sub>14</sub>Si<sub>4</sub>B<sub>4</sub>O<sub>37</sub>,Mg_2_Al_14_Si_4_B_4_O_37_
Wermlandite,4681,Mg<sub>7</sub>Al<sub>2</sub>(OH)<sub>18</sub>[Ca(H<sub>2</sub>O)<sub>6</sub>](SO<sub>4</sub>)<sub>2</sub>·6H<sub>2</sub>O,Mg_8_Al_2_(OH)_18_(S^6+^O_4_)_2_·12H_2_O
Wesselsite,4682,SrCuSi<sub>4</sub>O<sub>10</sub>,SrCu^2+^Si_4_O_10_
Westerveldite,4683,FeAs,FeAs
