mineral_name,element,element_redox_mineral
Kainosite-(Y),C,NA
Kainosite-(Y),H,1
Kalborsite,K,1
Kalborsite,Al,NA
Kalborsite,B,NA
Kalborsite,Si,4
Kalborsite,O,-2
Kalborsite,H,1
Kalborsite,Cl,-1
Kaliborite,K,1
Kaliborite,H,1
Kaliborite,Mg,2
Kaliborite,B,NA
Kaliborite,O,-2
Kalicinite,K,1
Kalicinite,H,1
Kalicinite,C,NA
Kalicinite,O,-2
Kalifersite,K,1
Kalifersite,Fe,3
Kalifersite,Si,4
Kalifersite,O,-2
Kalifersite,H,1
Kalininite,Zn,2
Kalininite,Cr,3
Kalininite,S,-2
Kalinite,K,1
Kalinite,Al,NA
Kalinite,S,6
Kalinite,O,-2
Kalinite,H,1
Kaliophilite,K,1
Kaliophilite,Al,NA
Kaliophilite,Si,4
Kaliophilite,O,-2
Hydropyrochlore,H,1
Hydropyrochlore,O,-2
Hydropyrochlore,Nb,5
Kalsilite,K,1
Kalsilite,Al,NA
Kalsilite,Si,4
Kalsilite,O,-2
Kambaldaite,Na,1
Kambaldaite,Ni,2
Kambaldaite,C,4
Kambaldaite,O,-2
Kambaldaite,H,1
Kamchatkite,K,1
Kamchatkite,Cu,2
Kamchatkite,O,-2
Kamchatkite,S,6
Kamchatkite,Cl,-1
Kamiokite,Fe,2
Kamiokite,Mo,4
Kamiokite,O,-2
Kamitugaite,Pb,2
Kamitugaite,Al,NA
Kamitugaite,U,6
Kamitugaite,O,-2
Kamitugaite,P,NA
Kamitugaite,H,1
Kamotoite-(Y),Y,3
Kamotoite-(Y),O,-2
Kamotoite-(Y),U,6
Kamotoite-(Y),C,NA
Kamotoite-(Y),H,1
Kampfite,Ba,2
Kampfite,Si,4
Kampfite,Al,NA
Kampfite,O,-2
Kampfite,C,NA
Kampfite,Cl,-1
Kamphaugite-(Y),Ca,2
Kamphaugite-(Y),Y,3
Kamphaugite-(Y),C,NA
Kamphaugite-(Y),O,-2
Kamphaugite-(Y),H,1
Kanemite,H,1
Kanemite,Na,1
Kanemite,Si,4
Kanemite,O,-2
Kankite,Fe,3
Kankite,As,5
Kankite,O,-2
Kankite,H,1
Kanoite,Mn,2
Kanoite,Mg,2
Kanoite,Si,4
Kanoite,O,-2
Kanonerovite,Na,1
Kanonerovite,Mn,2
Kanonerovite,P,NA
Kanonerovite,O,-2
Kanonerovite,H,1
Kaolinite,Al,NA
Kaolinite,Si,4
Kaolinite,O,-2
Kaolinite,H,1
Kapitsaite-(Y),Ba,2
Kapitsaite-(Y),Y,NA
Kapitsaite-(Y),Si,4
Kapitsaite-(Y),B,NA
Kapitsaite-(Y),O,-2
Kapitsaite-(Y),F,-1
Karelianite,V,3
Karelianite,O,-2
Karibibite,Fe,3
Karibibite,As,3
Karibibite,As,3
Karibibite,O,-2
Karibibite,H,1
Karlite,Mg,2
Karlite,Al,NA
Karlite,B,NA
Karlite,O,-2
Karlite,H,1
Karlite,Cl,-1
Kashinite,Ir,3
Kashinite,S,-2
Kasolite,Pb,2
Kasolite,U,6
Kasolite,O,-2
Kasolite,Si,4
Kasolite,H,1
Kassite,Ca,2
Kassite,Ti,4
Kassite,O,-2
Kassite,H,1
Kastningite,Mn,2
Kastningite,Al,NA
Kastningite,P,NA
Kastningite,O,-2
Kastningite,H,1
Katoite,Ca,2
Katoite,Al,NA
Katoite,O,-2
Katoite,H,1
Ferro-katophorite,Na,1
Ferro-katophorite,Ca,2
Ferro-katophorite,Fe,2
Ferro-katophorite,Al,NA
Ferro-katophorite,Si,4
Ferro-katophorite,O,-2
Ferro-katophorite,H,1
Katoptrite,Mn,2
Katoptrite,Al,NA
Katoptrite,Sb,5
Katoptrite,O,-2
Katoptrite,Si,4
Kawazulite,Bi,3
Kawazulite,Te,-2
Kawazulite,Se,-2
Kazakhstanite,Fe,3
Kazakhstanite,V,4
Kazakhstanite,V,5
Kazakhstanite,O,-2
Kazakhstanite,H,1
Kazakovite,Na,1
Kazakovite,Mn,2
Kazakovite,Ti,4
Kazakovite,Si,4
Kazakovite,O,-2
Keckite,Ca,2
Keckite,Mn,2
Keckite,Mn,2
Keckite,Fe,3
Keckite,Fe,3
Keckite,P,NA
Keckite,O,-2
Keckite,H,1
Kegelite,Pb,2
Kegelite,Al,NA
Kegelite,Si,4
Kegelite,O,-2
Kegelite,S,6
Kegelite,C,NA
Kegelite,H,1
Keithconnite,Pd,NA
Keithconnite,Te,NA
Keiviite-(Y),Y,3
Keiviite-(Y),Si,4
Keiviite-(Y),O,-2
Keiviite-(Yb),Yb,3
Keiviite-(Yb),Si,4
Keiviite-(Yb),O,-2
Keldyshite,Na,1
Keldyshite,Zr,4
Keldyshite,Si,4
Keldyshite,O,-2
Kellyite,Mn,2
Kellyite,Mg,2
Kellyite,Al,NA
Kellyite,Si,4
Kellyite,O,-2
Kellyite,H,1
Kelyanite,Hg,NA
Kelyanite,Sb,NA
Kelyanite,O,-2
Kelyanite,Br,NA
Kelyanite,Cl,-1
Kemmlitzite,Sr,2
Kemmlitzite,Al,NA
Kemmlitzite,As,5
Kemmlitzite,O,-2
Kemmlitzite,S,6
Kemmlitzite,H,1
Kempite,Mn,2
Kempite,Cl,-1
Kempite,O,-2
Kempite,H,1
Kenhsuite,Hg,NA
Kenhsuite,S,NA
Kenhsuite,Cl,-1
Kentbrooksite,Na,1
Kentbrooksite,REE,NA
Kentbrooksite,Ca,2
Kentbrooksite,Mn,2
Kentbrooksite,Zr,4
Kentbrooksite,Nb,5
Kentbrooksite,Si,4
Kentbrooksite,O,-2
Kentbrooksite,H,1
Kentbrooksite,F,-1
Kentbrooksite,Cl,-1
Kentrolite,Pb,2
Kentrolite,Mn,3
Kentrolite,O,-2
Kentrolite,Si,4
Kenyaite,Na,1
Kenyaite,Si,4
Kenyaite,O,-2
Kenyaite,H,1
Kermesite,Sb,NA
Kermesite,O,-2
Kermesite,S,NA
Kernite,Na,1
Kernite,B,NA
Kernite,O,-2
Kernite,H,1
Kesterite,Cu,1
Kesterite,Zn,2
Kesterite,Sn,4
Kesterite,S,-2
Kettnerite,Ca,2
Kettnerite,Bi,3
Kettnerite,O,-2
Kettnerite,C,NA
Kettnerite,F,-1
Keyite,Cu,2
Keyite,Zn,2
Keyite,Cd,2
Keyite,As,5
Keyite,O,-2
Keyite,H,1
Keystoneite,Mg,2
Keystoneite,Ni,2
Keystoneite,Fe,3
Keystoneite,Te,4
Keystoneite,O,-2
Keystoneite,H,1
Khademite,Al,NA
Khademite,S,6
Khademite,O,-2
Khademite,F,-1
Khademite,H,1
Khaidarkanite,Cu,2
Khaidarkanite,Al,NA
Khaidarkanite,O,-2
Khaidarkanite,H,1
Khaidarkanite,F,-1
Khamrabaevite,Ti,4
Khamrabaevite,C,-4
Khanneshite,Na,1
Khanneshite,Ca,2
Khanneshite,Ba,2
Khanneshite,Sr,2
Khanneshite,Ce,NA
Khanneshite,C,NA
Khanneshite,O,-2
Kharaelakhite,Cu,NA
Kharaelakhite,Pt,NA
Kharaelakhite,Pb,NA
Kharaelakhite,Fe,NA
Kharaelakhite,Ni,NA
Kharaelakhite,S,NA
Khibinskite,K,1
Khibinskite,Zr,4
Khibinskite,Si,4
Khibinskite,O,-2
Khinite,Cu,2
Khinite,Pb,2
Khinite,Te,6
Khinite,O,-2
Khinite,H,1
Khmaralite,Mg,2
Khmaralite,Al,NA
Khmaralite,O,-2
Khmaralite,Si,4
Khmaralite,Be,2
Khomyakovite,Na,1
Khomyakovite,Sr,2
Khomyakovite,Ca,2
Khomyakovite,Fe,2
Khomyakovite,Zr,4
Khomyakovite,W,6
Khomyakovite,Si,4
Khomyakovite,O,-2
Khomyakovite,H,1
Khomyakovite,Cl,-1
Khristovite-(Ce),Ca,2
Khristovite-(Ce),Ce,3
Khristovite-(Ce),Mg,2
Khristovite-(Ce),Al,NA
Khristovite-(Ce),Mn,2
Khristovite-(Ce),Si,4
Khristovite-(Ce),O,-2
Khristovite-(Ce),F,-1
Khristovite-(Ce),H,1
Kiddcreekite,Cu,NA
Kiddcreekite,W,NA
Kiddcreekite,Sn,NA
Kiddcreekite,S,NA
Kidwellite,Na,1
Kidwellite,Fe,3
Kidwellite,P,NA
Kidwellite,O,-2
Kidwellite,H,1
Kieftite,Co,NA
Kieftite,Sb,NA
Kieserite,Mg,2
Kieserite,S,6
Kieserite,O,-2
Kieserite,H,1
Kilchoanite,Ca,2
Kilchoanite,Si,4
Kilchoanite,O,-2
Killalaite,Ca,2
Killalaite,H,1
Killalaite,Si,4
Killalaite,O,-2
Kimrobinsonite,Ta,5
Kimrobinsonite,O,-2
Kimrobinsonite,H,1
Kimrobinsonite,C,NA
Kimuraite-(Y),Ca,2
Kimuraite-(Y),Y,NA
Kimuraite-(Y),C,NA
Kimuraite-(Y),O,-2
Kimuraite-(Y),H,1
Kimzeyite,Ca,2
Kimzeyite,Zr,4
Kimzeyite,Si,4
Kimzeyite,Al,NA
Kimzeyite,O,-2
Kingite,Al,NA
Kingite,P,NA
Kingite,O,-2
Kingite,F,-1
Kingite,H,1
Kingsmountite,Ca,2
Kingsmountite,Fe,2
Kingsmountite,Al,NA
Kingsmountite,P,NA
Kingsmountite,O,-2
Kingsmountite,H,1
Kinichilite,Mg,2
Kinichilite,Mn,2
Kinichilite,Fe,3
Kinichilite,Te,4
Kinichilite,O,-2
Kinichilite,H,1
Kinoite,Ca,2
Kinoite,Cu,2
Kinoite,Si,4
Kinoite,O,-2
Kinoite,H,1
Kinoshitalite,Ba,2
Kinoshitalite,Mg,2
Kinoshitalite,Si,4
Kinoshitalite,Al,NA
Kinoshitalite,O,-2
Kinoshitalite,H,1
Kintoreite,Pb,NA
Kintoreite,Fe,3
Kintoreite,P,NA
Kintoreite,O,-2
Kintoreite,H,1
Kipushite,Cu,2
Kipushite,P,NA
Kipushite,O,-2
Kipushite,H,1
Kirschsteinite,Ca,2
Kirschsteinite,Fe,2
Kirschsteinite,Si,4
Kirschsteinite,O,-2
Kitkaite,Ni,NA
Kitkaite,Te,NA
Kitkaite,Se,NA
Kittatinnyite,Ca,2
Kittatinnyite,Mn,2
Kittatinnyite,Mn,3
Kittatinnyite,Si,4
Kittatinnyite,O,-2
Kittatinnyite,H,1
Kladnoite,C,NA
Kladnoite,H,1
Kladnoite,O,-2
Kladnoite,N,NA
Klebelsbergite,Sb,3
Klebelsbergite,O,-2
Klebelsbergite,S,6
Klebelsbergite,H,1
Kleemanite,Zn,2
Kleemanite,Al,NA
Kleemanite,P,5
Kleemanite,O,-2
Kleemanite,H,1
Kleinite,Hg,NA
Kleinite,N,NA
Kleinite,Cl,-1
Kleinite,S,NA
Kleinite,O,-2
Kleinite,H,1
Klockmannite,Cu,NA
Klockmannite,Se,NA
Klyuchevskite,K,1
Klyuchevskite,Cu,2
Klyuchevskite,Fe,3
Klyuchevskite,O,-2
Klyuchevskite,S,6
Knorringite,Mg,2
Knorringite,Cr,3
Knorringite,Si,4
Knorringite,O,-2
Koashvite,Na,1
Koashvite,Ca,2
Koashvite,Ti,4
Koashvite,Si,4
Koashvite,O,-2
Kobellite,Pb,2
Kobellite,Cu,1
Kobellite,Fe,2
Kobellite,Bi,3
Kobellite,Sb,3
Kobellite,S,-2
Kochkarite,Pb,2
Kochkarite,Bi,3
Kochkarite,Te,-2
Koechlinite,Bi,3
Koechlinite,Mo,6
Koechlinite,O,-2
Kogarkoite,Na,1
Kogarkoite,S,6
Kogarkoite,O,-2
Kogarkoite,F,-1
Kolarite,Pb,NA
Kolarite,Te,NA
Kolarite,Cl,-1
Kolbeckite,Sc,3
Kolbeckite,P,5
Kolbeckite,O,-2
Kolbeckite,H,1
Kolfanite,Ca,2
Kolfanite,Fe,3
Kolfanite,O,-2
Kolfanite,As,5
Kolfanite,H,1
Kolicite,Zn,2
Kolicite,Mn,2
Kolicite,As,5
Kolicite,O,-2
Kolicite,Si,4
Kolicite,H,1
Kolovratite,Ni,2
Kolovratite,Zn,2
Kolovratite,V,5
Kolovratite,O,-2
Kolovratite,H,1
Kolwezite,Cu,2
Kolwezite,Co,2
Kolwezite,C,NA
Kolwezite,O,-2
Kolwezite,H,1
Kolymite,Cu,NA
Kolymite,Hg,NA
Komarovite,Ca,2
Komarovite,Sr,2
Komarovite,Na,1
Komarovite,Nb,5
Komarovite,Ti,4
Komarovite,Si,4
Komarovite,O,-2
Komarovite,H,1
Komarovite,F,-1
Kombatite,Pb,2
Kombatite,O,-2
Kombatite,V,5
Kombatite,Cl,-1
Komkovite,Ba,2
Komkovite,Zr,4
Komkovite,Si,4
Komkovite,O,-2
Komkovite,H,1
Konyaite,Na,1
Konyaite,Mg,2
Konyaite,S,6
Konyaite,O,-2
Konyaite,H,1
Koritnigite,Zn,2
Koritnigite,As,5
Koritnigite,O,-2
Koritnigite,H,1
Kornelite,Fe,3
Kornelite,S,6
Kornelite,O,-2
Kornelite,H,1
Kornerupine,Mg,2
Kornerupine,Fe,2
Kornerupine,Al,NA
Kornerupine,Si,4
Kornerupine,B,NA
Kornerupine,O,-2
Kornerupine,H,1
Kornerupine,F,-1
Potassic-mangani-leakeite,K,1
Potassic-mangani-leakeite,Na,1
Potassic-mangani-leakeite,Mg,2
Potassic-mangani-leakeite,Mn,3
Potassic-mangani-leakeite,Li,1
Potassic-mangani-leakeite,Si,4
Potassic-mangani-leakeite,O,-2
Potassic-mangani-leakeite,H,1
Korobitsynite,Na,1
Korobitsynite,Ti,4
Korobitsynite,Si,4
Korobitsynite,O,-2
Korobitsynite,H,1
Korshunovskite,Mg,2
Korshunovskite,Cl,-1
Korshunovskite,O,-2
Korshunovskite,H,1
Kosmochlor,Na,1
Kosmochlor,Cr,3
Kosmochlor,Si,4
Kosmochlor,O,-2
Kosnarite,K,1
Kosnarite,Zr,4
Kosnarite,P,5
Kosnarite,O,-2
Kostovite,Au,NA
Kostovite,Cu,NA
Kostovite,Te,NA
Kostylevite,K,1
Kostylevite,Zr,4
Kostylevite,Si,4
Kostylevite,O,-2
Kostylevite,H,1
Kotoite,Mg,2
Kotoite,B,NA
Kotoite,O,-2
Kotulskite,Pd,NA
Kotulskite,Te,NA
Kotulskite,Bi,NA
Koutekite,Cu,NA
Koutekite,As,NA
Kovdorskite,Mg,2
Kovdorskite,P,NA
Kovdorskite,O,-2
Kovdorskite,H,1
Kozoite-(Nd),Nd,NA
Kozoite-(Nd),C,NA
Kozoite-(Nd),O,-2
Kozoite-(Nd),H,1
Mangano-ferri-eckermannite,Na,1
Mangano-ferri-eckermannite,Mn,2
Mangano-ferri-eckermannite,Fe,3
Mangano-ferri-eckermannite,Si,4
Mangano-ferri-eckermannite,O,-2
Mangano-ferri-eckermannite,H,1
Kraisslite,Zn,2
Kraisslite,Mn,2
Kraisslite,Mg,2
Kraisslite,Fe,3
Kraisslite,Al,NA
Kraisslite,As,3
Kraisslite,As,5
Kraisslite,O,-2
Kraisslite,Si,4
Kraisslite,H,1
Krasnovite,Ba,2
Krasnovite,Al,NA
Krasnovite,Mg,2
Krasnovite,P,NA
Krasnovite,O,-2
Krasnovite,C,NA
Krasnovite,H,1
Kratochvilite,C,NA
Kratochvilite,H,1
Krausite,K,1
Krausite,Fe,3
Krausite,S,6
Krausite,O,-2
Krausite,H,1
Krauskopfite,Ba,2
Krauskopfite,Si,4
Krauskopfite,O,-2
Krauskopfite,H,1
Krautite,Mn,2
Krautite,As,5
Krautite,O,-2
Krautite,H,1
Krennerite,Au,NA
Krennerite,Ag,NA
Krennerite,Te,NA
Kribergite,Al,NA
Kribergite,P,NA
Kribergite,O,-2
Kribergite,S,6
Kribergite,H,1
Krinovite,Na,1
Krinovite,Mg,2
Krinovite,Cr,3
Krinovite,O,-2
Krinovite,Si,4
Kristiansenite,Ca,2
Kristiansenite,Sc,3
Kristiansenite,Sn,4
Kristiansenite,Si,4
Kristiansenite,O,-2
Kristiansenite,H,1
Krupkaite,Pb,NA
Krupkaite,Cu,NA
Krupkaite,Bi,NA
Krupkaite,S,NA
Krutaite,Cu,2
Krutaite,Se,NA
Krutovite,Ni,NA
Krutovite,As,NA
Kryzhanovskite,Fe,3
Kryzhanovskite,Mn,2
Kryzhanovskite,P,NA
Kryzhanovskite,O,-2
Kryzhanovskite,H,1
Ktenasite,Cu,2
Ktenasite,Zn,2
Ktenasite,S,6
Ktenasite,O,-2
Ktenasite,H,1
Kukharenkoite-(Ce),Ba,2
Kukharenkoite-(Ce),Ce,NA
Kukharenkoite-(Ce),C,NA
Kukharenkoite-(Ce),O,-2
Kukharenkoite-(Ce),F,-1
Kukisvumite,Na,1
Kukisvumite,Zn,2
Kukisvumite,Ti,4
Kukisvumite,O,-2
Kukisvumite,Si,4
Kukisvumite,H,1
Kuksite,Pb,2
Kuksite,Zn,2
Kuksite,Te,6
Kuksite,O,-2
Kuksite,P,5
Kulanite,Ba,2
Kulanite,Fe,2
Kulanite,Al,NA
Kulanite,P,NA
Kulanite,O,-2
Kulanite,H,1
Kuliokite-(Y),Y,NA
Kuliokite-(Y),Al,NA
Kuliokite-(Y),Si,4
Kuliokite-(Y),O,-2
Kuliokite-(Y),H,1
Kuliokite-(Y),F,-1
Kulkeite,Na,1
Kulkeite,Mg,2
Kulkeite,Al,NA
Kulkeite,Si,4
Kulkeite,O,-2
Kulkeite,H,1
Kullerudite,Ni,NA
Kullerudite,Se,NA
Kupletskite,K,1
Kupletskite,Na,1
Kupletskite,Mn,2
Kupletskite,Ti,4
Kupletskite,Si,4
Kupletskite,O,-2
Kupletskite,H,1
Kupletskite,F,-1
Kuramite,Cu,1
Kuramite,Cu,2
Kuramite,Sn,4
Kuramite,S,-2
Kuranakhite,Pb,2
Kuranakhite,Mn,4
Kuranakhite,Te,6
Kuranakhite,O,-2
Kurchatovite,Ca,2
Kurchatovite,Mg,2
Kurchatovite,B,NA
Kurchatovite,O,-2
Kurgantaite,Ca,2
Kurgantaite,Sr,2
Kurgantaite,B,NA
Kurgantaite,O,-2
Kurgantaite,Cl,-1
Kurgantaite,H,1
Kurnakovite,Mg,2
Kurnakovite,B,NA
Kurnakovite,O,-2
Kurnakovite,H,1
Kusachiite,Cu,2
Kusachiite,Bi,3
Kusachiite,O,-2
Kutinaite,Ag,NA
Kutinaite,Cu,NA
Kutinaite,As,NA
Kutnohorite,Ca,2
Kutnohorite,Mn,2
Kutnohorite,C,NA
Kutnohorite,O,-2
Kuzelite,Ca,2
Kuzelite,Al,NA
Kuzelite,O,-2
Kuzelite,H,1
Kuzelite,S,6
Kuzmenkoite-Mn,K,1
Kuzmenkoite-Mn,Mn,2
Kuzmenkoite-Mn,Ti,4
Kuzmenkoite-Mn,Si,4
Kuzmenkoite-Mn,O,-2
Kuzmenkoite-Mn,H,1
Kuzmenkoite-Zn,K,1
Kuzmenkoite-Zn,Zn,2
Kuzmenkoite-Zn,Ti,4
Kuzmenkoite-Zn,Si,4
Kuzmenkoite-Zn,O,-2
Kuzmenkoite-Zn,H,1
Kuzminite,Hg,1
Kuzminite,Br,NA
Kuznetsovite,Hg,1
Kuznetsovite,Hg,2
Kuznetsovite,As,5
Kuznetsovite,O,-2
Kuznetsovite,Cl,-1
Kvanefjeldite,Na,1
Kvanefjeldite,Ca,2
Kvanefjeldite,Si,4
Kvanefjeldite,O,-2
Kvanefjeldite,H,1
Kyanite,Al,NA
Kyanite,O,-2
Kyanite,Si,4
Kyzylkumite,Ti,4
Kyzylkumite,V,3
Kyzylkumite,O,-2
Kyzylkumite,H,1
Labuntsovite-Fe,Na,1
Labuntsovite-Fe,K,1
Labuntsovite-Fe,Fe,2
Labuntsovite-Fe,Ti,4
Labuntsovite-Fe,Si,4
Labuntsovite-Fe,O,-2
Labuntsovite-Fe,H,1
Labuntsovite-Mg,Na,1
Labuntsovite-Mg,K,1
Labuntsovite-Mg,Mg,2
Labuntsovite-Mg,Ti,4
Labuntsovite-Mg,O,-2
Labuntsovite-Mg,Si,4
Labuntsovite-Mg,H,1
Labuntsovite-Mn,Na,1
Labuntsovite-Mn,K,1
Labuntsovite-Mn,Mn,2
Labuntsovite-Mn,Ti,4
Labuntsovite-Mn,O,-2
Labuntsovite-Mn,Si,4
Labuntsovite-Mn,H,1
Labyrinthite,Na,1
Labyrinthite,K,1
Labyrinthite,Sr,2
Labyrinthite,Ca,2
Labyrinthite,Fe,2
Labyrinthite,Zr,4
Labyrinthite,Ti,4
Labyrinthite,Si,4
Labyrinthite,O,-2
Labyrinthite,H,1
Labyrinthite,Cl,-1
Lacroixite,Na,1
Lacroixite,Al,NA
Lacroixite,P,NA
Lacroixite,O,-2
Lacroixite,F,-1
Laffittite,Ag,NA
Laffittite,Hg,NA
Laffittite,As,NA
Laffittite,S,NA
Laflammeite,Pd,NA
Laflammeite,Pb,NA
Laflammeite,S,NA
Laihunite,Fe,3
Laihunite,Fe,2
Laihunite,Si,4
Laihunite,O,-2
Laitakarite,Bi,NA
Laitakarite,Se,NA
Lalondeite,Na,1
Lalondeite,Ca,2
Lalondeite,Si,4
Lalondeite,O,-2
Lalondeite,F,-1
Lalondeite,H,1
Lammerite,Cu,2
Lammerite,As,5
Lammerite,O,-2
Lamprophyllite,Sr,2
Lamprophyllite,Na,1
Lamprophyllite,Ti,4
Lamprophyllite,Ti,4
Lamprophyllite,Si,4
Lamprophyllite,O,-2
Lamprophyllite,H,1
Lanarkite,Pb,2
Lanarkite,O,-2
Lanarkite,S,6
Landauite,Na,1
Landauite,Pb,2
Landauite,Mn,2
Landauite,Y,3
Landauite,Zn,2
Landauite,Fe,2
Landauite,Fe,3
Landauite,Ti,4
Landauite,Nb,5
Landauite,O,-2
Landauite,H,1
Landauite,F,-1
Landesite,Mn,2
Landesite,Fe,3
Landesite,P,NA
Landesite,O,-2
Landesite,H,1
Langbanite,Mn,2
Langbanite,Mn,3
Langbanite,Sb,5
Langbanite,O,-2
Langbanite,Si,4
Langbeinite,K,1
Langbeinite,Mg,2
Langbeinite,S,6
Langbeinite,O,-2
Langisite,Co,NA
Langisite,As,NA
Langite,Cu,2
Langite,S,6
Langite,O,-2
Langite,H,1
Lanmuchangite,Tl,1
Lanmuchangite,Al,NA
Lanmuchangite,S,6
Lanmuchangite,O,-2
Lanmuchangite,H,1
Lannonite,H,1
Lannonite,Ca,2
Lannonite,Mg,2
Lannonite,Al,NA
Lannonite,S,6
Lannonite,O,-2
Lannonite,F,-1
Lansfordite,Mg,2
Lansfordite,C,NA
Lansfordite,O,-2
Lansfordite,H,1
Lanthanite-(Ce),Ce,NA
Lanthanite-(Ce),C,NA
Lanthanite-(Ce),O,-2
Lanthanite-(Ce),H,1
Lanthanite-(La),La,NA
Lanthanite-(La),C,NA
Lanthanite-(La),O,-2
Lanthanite-(La),H,1
Lanthanite-(Nd),Nd,NA
Lanthanite-(Nd),C,NA
Lanthanite-(Nd),O,-2
Lanthanite-(Nd),H,1
Laphamite,As,NA
Laphamite,Se,NA
Lapieite,Cu,NA
Lapieite,Ni,NA
Lapieite,Sb,NA
Lapieite,S,NA
Laplandite-(Ce),Na,1
Laplandite-(Ce),Ce,3
Laplandite-(Ce),Ti,4
Laplandite-(Ce),P,5
Laplandite-(Ce),Si,4
Laplandite-(Ce),O,-2
Laplandite-(Ce),H,1
Larderellite,N,-3
Larderellite,H,1
Larderellite,B,NA
Larderellite,O,-2
Larnite,Ca,2
Larnite,Si,4
Larnite,O,-2
Larosite,Cu,NA
Larosite,Ag,NA
Larosite,Pb,NA
Larosite,Bi,NA
Larosite,S,NA
Larsenite,Pb,2
Larsenite,Zn,2
Larsenite,Si,4
Larsenite,O,-2
Latiumite,Ca,2
Latiumite,K,1
Latiumite,Si,4
Latiumite,Al,NA
Latiumite,O,-2
Latiumite,S,6
Latiumite,C,NA
Latrappite,Ca,2
Latrappite,Nb,5
Latrappite,Fe,3
Latrappite,O,-2
Laueite,Mn,2
Laueite,Fe,3
Laueite,P,NA
Laueite,O,-2
Laueite,H,1
Laumontite,Ca,2
Laumontite,Si,4
Laumontite,Al,NA
Laumontite,O,-2
Laumontite,H,1
Launayite,Cu,NA
Launayite,Pb,NA
Launayite,Sb,NA
Launayite,As,NA
Launayite,S,NA
Laurelite,Pb,NA
Laurelite,F,-1
Laurelite,Cl,-1
Laurionite,Pb,2
Laurionite,Cl,-1
Laurionite,O,-2
Laurionite,H,1
Laurite,Ru,2
Laurite,S,NA
Lausenite,Fe,3
Lausenite,S,6
Lausenite,O,-2
Lausenite,H,1
Lautenthalite,Pb,2
Lautenthalite,Cu,2
Lautenthalite,S,6
Lautenthalite,O,-2
Lautenthalite,H,1
Lautite,Cu,NA
Lautite,As,NA
Lautite,S,NA
Lavendulan,Na,1
Lavendulan,Ca,2
Lavendulan,Cu,2
Lavendulan,As,5
Lavendulan,O,-2
Lavendulan,Cl,-1
Lavendulan,H,1
Lavenite,Na,1
Lavenite,Ca,2
Lavenite,Mn,2
Lavenite,Fe,2
Lavenite,Zr,4
Lavenite,Ti,4
Lavenite,Nb,5
Lavenite,Si,4
Lavenite,O,-2
Lavenite,F,-1
Lavrentievite,Hg,NA
Lavrentievite,S,NA
Lavrentievite,Cl,-1
Lawrencite,Fe,2
Lawrencite,Cl,-1
Lawsonbauerite,Mn,2
Lawsonbauerite,Zn,2
Lawsonbauerite,S,6
Lawsonbauerite,O,-2
Lawsonbauerite,H,1
Lawsonite,Ca,2
Lawsonite,Al,NA
Lawsonite,Si,4
Lawsonite,O,-2
Lawsonite,H,1
Lazarenkoite,Ca,2
Lazarenkoite,Fe,3
Lazarenkoite,As,3
Lazarenkoite,O,-2
Lazarenkoite,H,1
Lazulite,Mg,2
Lazulite,Al,NA
Lazulite,P,NA
Lazulite,O,-2
Lazulite,H,1
Lazurite,Na,1
Lazurite,Ca,2
Lazurite,Si,4
Lazurite,Al,NA
Lazurite,O,-2
Lazurite,S,-2
Lead,Pb,NA
Leadamalgam,Hg,NA
Leadamalgam,Pb,NA
Leadhillite,Pb,2
Leadhillite,S,6
Leadhillite,O,-2
Leadhillite,C,NA
Leadhillite,H,1
Ferri-leakeite,Na,1
Ferri-leakeite,Mg,2
Ferri-leakeite,Fe,3
Ferri-leakeite,Li,1
Ferri-leakeite,Si,4
Ferri-leakeite,O,-2
Ferri-leakeite,H,1
Legrandite,Zn,2
Legrandite,As,5
Legrandite,O,-2
Legrandite,H,1
Leifite,Na,1
Leifite,Be,2
Leifite,Si,4
Leifite,Al,NA
Leifite,O,-2
Leifite,F,-1
Leifite,H,1
Leightonite,K,1
Leightonite,Ca,2
Leightonite,Cu,2
Leightonite,S,6
Leightonite,O,-2
Leightonite,H,1
Leisingite,Cu,2
Leisingite,Mg,2
Leisingite,Te,6
Leisingite,O,-2
Leisingite,H,1
Leiteite,Zn,2
Leiteite,As,3
Leiteite,O,-2
Lemanskiite,Na,1
Lemanskiite,Ca,2
Lemanskiite,Cu,2
Lemanskiite,As,5
Lemanskiite,O,-2
Lemanskiite,Cl,-1
Lemanskiite,H,1
Lemmleinite-Ba,Na,1
Lemmleinite-Ba,K,1
Lemmleinite-Ba,Ba,2
Lemmleinite-Ba,Ti,4
Lemmleinite-Ba,Si,4
Lemmleinite-Ba,O,-2
Lemmleinite-Ba,H,1
Lemmleinite-K,Na,1
Lemmleinite-K,K,1
Lemmleinite-K,Ti,4
Lemmleinite-K,Si,4
Lemmleinite-K,O,-2
Lemmleinite-K,H,1
Lemoynite,Na,1
Lemoynite,Ca,2
Lemoynite,Zr,4
Lemoynite,Si,4
Lemoynite,O,-2
Lemoynite,H,1
Lenaite,Ag,1
Lenaite,Fe,3
Lenaite,S,-2
Lengenbachite,Ag,NA
Lengenbachite,Cu,NA
Lengenbachite,Pb,NA
Lengenbachite,As,NA
Lengenbachite,S,NA
Leningradite,Pb,2
Leningradite,Cu,2
Leningradite,V,5
Leningradite,O,-2
Leningradite,Cl,-1
